32.791409986062,-116.3857536942319,Posta Creek, La,0
32.6089271256052,-116.4843989191333,Campo Creek,0
32.8115882803048,-116.7297282290088,Sweetwater River,0
32.9696004416972,-116.7395422617977,San Diego River,1
32.59385183490446,-117.1146385298958,Otay River,0
32.61080364112866,-116.9257643076223,Otay River,0
32.62459519997864,-116.8963600804424,Jamul Creek,1
32.62803123955722,-116.8979057195071,Jamul Creek,1
32.67914539312212,-116.670579265962,Cottonwood Creek,0
32.68559700667824,-116.5473924701995,Cottonwood Creek,0
32.69210691618112,-117.0081533769472,Sweetwater River,0
32.72961390421266,-116.5415249287811,Morena Creek,0
32.73667519476905,-116.5423300800444,Long Valley,2
32.74007075911883,-116.563161196371,Morena Creek,1
32.74049211768736,-116.9281827947216,Sweetwater River,0
32.78190940676601,-116.7935134380639,Sweetwater River,0
